record_id,student_id,study_date,study_hours,sleep_hours,library_hours,self_study_hours,distraction_hours,practice_questions,study_consistency
SB003029,STU00303,2026-01-09,2.15,8.24,4.94,5.39,0.98,48,9
SB003030,STU00303,2026-02-09,3.68,5.79,0.65,3.41,0.13,36,9
SB003031,STU00304,2026-06-04,7.96,5.1,3.85,1.3,4.69,3,2
SB003032,STU00304,2026-01-06,1.33,6.84,2.74,5.21,2.59,28,5
SB003033,STU00304,2026-04-19,4.82,6.92,3.46,2.54,1.61,38,4
SB003034,STU00304,2026-06-17,2.9,6.73,0.65,1.19,3.35,10,8
SB003035,STU00304,2026-02-10,6.8,7.6,4.45,4.08,3.6,48,1
SB003036,STU00304,2026-05-07,2.15,6.17,0.83,4.83,1.03,32,9
SB003037,STU00304,2026-04-02,2.82,5.7,1.76,4.18,3.9,1,6
SB003038,STU00304,2026-06-22,4.38,6.91,2.87,2.27,2.71,30,2
SB003039,STU00304,2026-05-19,3.63,6.57,0.23,1.23,3.58,41,5
SB003040,STU00304,2026-06-07,2.85,4.87,4.96,3.28,4.52,12,7
SB003041,STU00305,2026-05-11,5.25,5.36,0.84,3.06,1.46,9,8
SB003042,STU00305,2026-02-20,4.49,6.31,2.89,5.42,0.1,18,6
SB003043,STU00305,2026-04-14,1.07,6.76,4.34,2.58,2.89,7,8
SB003044,STU00305,2026-04-03,1.92,8.89,1.88,1.54,3.36,31,3
SB003045,STU00305,2026-06-16,7.48,5.28,1.89,2.16,4.41,11,1
SB003046,STU00305,2026-03-18,3.99,7.3,3.06,3.03,0.51,17,4
SB003047,STU00305,2026-01-06,2.68,4.74,4.48,2.95,1.3,10,7
SB003048,STU00305,2026-02-11,2.3,4.82,4.52,0.79,1.55,30,4
SB003049,STU00305,2026-03-16,2.12,6.39,3.41,0.71,3.8,2,6
SB003050,STU00305,2026-06-12,3.86,5.14,3.0,2.74,1.2,19,4
SB003051,STU00306,2026-01-29,0.8,5.36,0.93,3.41,2.44,4,1
SB003052,STU00306,2026-03-19,3.44,4.93,3.98,2.01,2.24,33,7
SB003053,STU00306,2026-01-12,6.51,8.66,2.58,5.57,1.8,13,3
SB003054,STU00306,2026-03-31,6.79,8.85,3.91,1.06,3.18,36,8
SB003055,STU00306,2026-03-30,2.37,7.78,1.28,5.07,2.37,8,4
SB003056,STU00306,2026-05-02,6.09,5.78,1.58,4.81,2.89,40,1
SB003057,STU00306,2026-01-16,0.78,6.42,4.82,0.62,3.36,1,1
SB003058,STU00306,2026-01-31,1.62,5.8,4.94,5.01,1.57,45,8
SB003059,STU00306,2026-06-20,1.72,7.07,4.57,5.51,4.62,5,2
SB003060,STU00306,2026-04-16,7.69,4.52,3.45,5.6,1.55,28,9
SB003061,STU00307,2026-03-25,2.99,7.28,0.39,3.98,4.98,27,10
SB003062,STU00307,2026-02-02,7.5,6.73,2.94,2.19,1.35,47,3
SB003063,STU00307,2026-02-05,2.11,8.32,4.81,3.82,1.74,28,4
SB003064,STU00307,2026-01-27,2.14,4.57,4.43,2.48,0.58,40,7
SB003065,STU00307,2026-02-06,3.19,5.23,0.92,5.27,3.32,7,3
SB003066,STU00307,2026-01-31,4.72,8.8,3.43,5.64,4.44,45,7
SB003067,STU00307,2026-04-20,5.21,8.95,3.59,2.31,1.65,29,2
SB003068,STU00307,2026-04-02,3.74,7.23,3.55,0.5,2.42,35,3
SB003069,STU00307,2026-04-28,3.83,8.61,0.43,0.89,2.13,40,5
SB003070,STU00307,2026-05-20,6.72,4.6,1.75,3.08,0.85,2,2
SB003071,STU00308,2026-06-25,6.2,4.59,2.33,0.82,4.42,33,10
SB003072,STU00308,2026-05-16,4.14,6.0,4.6,2.64,2.82,44,7
SB003073,STU00308,2026-05-19,4.03,6.96,4.45,3.99,4.84,2,7
SB003074,STU00308,2026-05-06,5.7,4.54,0.99,4.51,2.28,17,8
SB003075,STU00308,2026-05-26,2.06,7.79,2.14,1.2,4.78,19,3
SB003076,STU00308,2026-03-24,1.65,7.04,0.14,5.54,0.84,50,5
SB003077,STU00308,2026-04-06,3.74,5.35,4.08,2.34,3.69,42,8
SB003078,STU00308,2026-04-20,5.25,5.1,3.13,2.7,0.43,3,5
SB003079,STU00308,2026-06-15,5.01,5.35,1.48,4.55,2.14,29,8
SB003080,STU00308,2026-06-10,4.19,5.14,3.35,3.67,0.69,4,5
SB003081,STU00309,2026-04-19,1.47,7.36,4.59,3.77,4.19,31,10
SB003082,STU00309,2026-01-12,2.87,4.54,1.24,4.61,4.03,1,1
SB003083,STU00309,2026-01-08,5.07,7.45,3.42,3.08,3.09,17,2
SB003084,STU00309,2026-05-20,6.11,5.33,4.69,5.06,1.84,39,6
SB003085,STU00309,2026-04-03,6.38,4.6,1.28,0.97,1.87,15,4
SB003086,STU00309,2026-01-07,4.59,7.86,1.49,3.26,4.57,30,10
SB003087,STU00309,2026-02-13,2.58,5.8,3.42,3.6,1.5,25,1
SB003088,STU00309,2026-02-01,2.03,8.41,2.65,0.56,3.87,1,1
SB003089,STU00309,2026-02-19,1.52,7.57,2.4,5.73,0.2,20,1
SB003090,STU00309,2026-04-13,2.89,8.45,0.64,5.38,2.71,35,10
SB003091,STU00310,2026-05-25,4.6,7.73,1.19,3.87,3.88,40,3
SB003092,STU00310,2026-02-13,6.38,6.78,1.22,4.18,1.8,21,3
SB003093,STU00310,2026-03-08,7.4,5.7,3.4,2.19,3.35,32,10
SB003094,STU00310,2026-04-27,1.08,6.6,2.48,1.87,3.0,21,8
SB003095,STU00310,2026-05-30,5.1,7.2,1.1,3.68,4.98,33,4
SB003096,STU00310,2026-02-18,3.67,7.25,1.5,3.67,0.57,50,10
SB003097,STU00310,2026-06-25,3.63,6.72,0.44,4.74,0.99,31,9
SB003098,STU00310,2026-06-27,3.7,8.87,4.29,2.99,3.07,27,10
SB003099,STU00310,2026-04-14,1.56,7.64,4.51,4.4,0.11,28,3
SB003100,STU00310,2026-06-30,6.58,5.84,1.0,3.84,1.63,27,6
SB003101,STU00311,2026-05-16,6.86,8.7,4.1,4.2,2.77,47,2
SB003102,STU00311,2026-05-22,5.72,7.99,1.01,4.69,1.35,33,2
SB003103,STU00311,2026-03-27,3.5,7.07,2.19,1.13,0.79,14,5
SB003104,STU00311,2026-01-20,5.94,6.79,2.25,3.28,0.52,44,5
SB003105,STU00311,2026-02-19,6.13,5.01,1.55,5.17,4.56,28,5
SB003106,STU00311,2026-05-12,4.87,4.78,0.7,2.72,0.39,42,3
SB003107,STU00311,2026-03-26,7.09,7.37,1.53,3.4,1.52,38,9
SB003108,STU00311,2026-03-09,0.61,7.87,1.12,1.42,1.9,33,6
SB003109,STU00311,2026-06-09,3.57,8.94,3.19,5.34,3.33,7,8
SB003110,STU00311,2026-05-26,1.89,7.9,1.92,4.09,0.51,25,8
SB003111,STU00312,2026-05-13,1.52,5.36,2.35,0.62,2.98,14,4
SB003112,STU00312,2026-06-11,4.75,4.75,3.17,3.44,4.57,38,10
SB003113,STU00312,2026-02-23,3.96,6.93,0.22,2.29,4.26,43,5
SB003114,STU00312,2026-06-18,7.21,8.6,4.94,5.29,1.44,26,8
SB003115,STU00312,2026-04-14,7.39,7.72,0.97,5.92,1.42,41,3
SB003116,STU00312,2026-02-21,5.48,5.77,2.11,1.45,0.1,40,2
SB003117,STU00312,2026-05-19,2.49,5.04,4.47,3.23,1.63,38,8
SB003118,STU00312,2026-02-26,5.95,7.49,1.5,5.01,0.15,16,5
SB003119,STU00312,2026-05-12,6.83,5.87,1.94,3.58,1.55,44,6
SB003120,STU00312,2026-03-04,6.95,5.95,0.94,2.49,4.3,17,5
SB003121,STU00313,2026-05-09,5.9,5.82,4.73,2.9,0.45,32,9
SB003122,STU00313,2026-03-05,6.6,7.5,4.53,4.31,0.95,34,3
SB003123,STU00313,2026-05-11,4.85,8.92,4.12,0.93,2.63,19,4
SB003124,STU00313,2026-01-30,7.9,4.55,3.87,1.9,2.55,47,8
SB003125,STU00313,2026-05-10,0.65,4.95,1.01,3.22,3.88,49,9
SB003126,STU00313,2026-02-11,3.43,8.85,1.65,5.3,0.32,49,2
SB003127,STU00313,2026-04-26,7.97,8.94,3.27,3.7,1.18,3,8
SB003128,STU00313,2026-05-24,1.17,7.51,1.99,0.99,3.54,37,10
SB003129,STU00313,2026-04-05,0.85,6.13,4.11,0.68,2.03,39,7
SB003130,STU00313,2026-01-20,5.42,4.73,4.96,5.29,3.14,8,4
SB003131,STU00314,2026-03-10,4.16,7.63,0.48,3.29,2.81,35,10
SB003132,STU00314,2026-06-25,3.13,8.45,0.48,4.25,2.02,48,1
SB003133,STU00314,2026-02-02,4.02,6.98,3.32,3.44,1.48,26,2
SB003134,STU00314,2026-02-07,3.65,7.73,1.75,4.24,1.17,28,5
SB003135,STU00314,2026-05-10,3.26,7.68,1.08,2.54,1.13,29,10
SB003136,STU00314,2026-05-26,6.86,6.35,3.2,3.54,3.58,3,3
SB003137,STU00314,2026-02-07,5.64,7.38,0.24,4.4,0.91,3,6
SB003138,STU00314,2026-04-11,7.08,5.52,2.42,4.14,3.27,31,5
SB003139,STU00314,2026-05-09,1.29,7.75,3.73,4.87,4.97,3,2
SB003140,STU00314,2026-04-23,1.42,7.22,1.36,2.03,2.13,20,1
SB003141,STU00315,2026-04-13,0.91,5.12,0.5,5.55,0.21,38,5
SB003142,STU00315,2026-05-16,7.65,7.17,3.09,3.13,2.98,7,2
SB003143,STU00315,2026-05-31,4.86,4.91,4.44,4.23,2.22,2,2
SB003144,STU00315,2026-04-20,1.47,6.43,2.29,5.9,2.25,16,3
SB003145,STU00315,2026-05-21,4.79,8.29,4.74,4.08,1.37,41,3
SB003146,STU00315,2026-04-16,1.4,6.69,1.81,5.57,1.48,24,3
SB003147,STU00315,2026-01-07,1.45,8.19,4.7,3.06,1.92,24,9
SB003148,STU00315,2026-01-22,5.38,6.92,4.82,4.14,1.82,26,4
SB003149,STU00315,2026-01-03,7.63,5.63,3.19,5.38,1.77,32,10
SB003150,STU00315,2026-05-30,4.76,5.82,1.54,2.39,3.43,38,7
SB003151,STU00316,2026-05-06,4.98,7.99,0.57,4.14,4.57,49,5
SB003152,STU00316,2026-05-02,6.65,6.79,1.52,5.93,1.86,2,7
SB003153,STU00316,2026-06-01,3.22,4.9,2.5,2.6,2.3,5,4
SB003154,STU00316,2026-01-13,6.99,5.39,2.03,4.5,1.5,42,1
SB003155,STU00316,2026-03-28,4.67,8.02,2.98,4.06,3.97,2,9
SB003156,STU00316,2026-01-31,3.2,6.46,4.37,0.83,4.68,44,3
SB003157,STU00316,2026-04-22,4.68,8.12,0.51,5.47,0.17,40,10
SB003158,STU00316,2026-04-03,2.52,7.89,4.97,2.4,4.18,26,1
SB003159,STU00316,2026-04-20,3.67,8.37,1.97,1.77,4.5,38,6
SB003160,STU00316,2026-04-05,2.06,7.06,3.11,5.09,1.28,34,9
SB003161,STU00317,2026-03-17,7.39,7.48,2.8,3.81,1.83,4,4
SB003162,STU00317,2026-02-16,5.3,7.81,4.67,2.18,4.57,46,4
SB003163,STU00317,2026-06-20,0.65,5.71,3.36,2.88,3.52,17,7
SB003164,STU00317,2026-06-11,1.88,7.79,3.56,1.56,3.86,2,2
SB003165,STU00317,2026-01-04,6.35,5.07,0.29,5.96,1.83,43,5
SB003166,STU00317,2026-02-18,0.7,6.37,1.33,5.09,2.32,26,4
SB003167,STU00317,2026-05-04,3.28,6.56,0.96,1.02,0.07,17,9
SB003168,STU00317,2026-04-02,2.06,6.56,3.95,5.87,2.59,4,4
SB003169,STU00317,2026-02-09,0.55,6.86,2.34,0.71,1.84,35,5
SB003170,STU00317,2026-01-17,3.17,8.87,4.51,5.12,2.71,28,4
SB003171,STU00318,2026-05-08,3.28,5.81,1.03,3.58,4.9,50,1
SB003172,STU00318,2026-04-03,3.36,6.37,4.34,5.33,1.28,16,1
SB003173,STU00318,2026-05-28,1.19,6.03,3.7,3.69,1.85,26,6
SB003174,STU00318,2026-06-27,1.51,6.43,2.98,5.19,0.82,44,8
SB003175,STU00318,2026-01-26,3.51,6.12,2.06,3.25,3.77,41,8
SB003176,STU00318,2026-01-09,4.97,8.43,3.21,0.62,2.51,35,8
SB003177,STU00318,2026-02-26,4.71,5.7,4.22,0.88,2.57,33,7
SB003178,STU00318,2026-06-21,1.41,6.6,0.86,5.81,4.95,37,2
SB003179,STU00318,2026-05-23,1.11,6.8,2.49,4.59,3.79,18,2
SB003180,STU00318,2026-03-08,3.57,7.01,1.31,1.82,2.9,35,1
SB003181,STU00319,2026-04-17,2.09,4.62,1.26,5.99,2.01,11,8
SB003182,STU00319,2026-03-15,7.63,4.5,0.67,2.08,2.63,50,3
SB003183,STU00319,2026-02-20,2.97,5.21,2.27,4.19,2.18,4,1
SB003184,STU00319,2026-06-30,4.1,8.11,0.15,3.13,2.85,3,6
SB003185,STU00319,2026-04-18,5.69,8.3,0.64,5.4,4.32,3,3
SB003186,STU00319,2026-01-27,1.18,5.94,3.92,0.57,1.85,4,2
SB003187,STU00319,2026-02-22,3.09,7.75,1.43,3.57,2.94,33,3
SB003188,STU00319,2026-06-20,5.55,6.77,0.54,3.33,3.81,28,2
SB003189,STU00319,2026-02-23,4.48,8.51,1.93,3.54,2.43,15,9
SB003190,STU00319,2026-05-14,2.12,6.31,1.83,3.73,4.93,4,8
SB003191,STU00320,2026-06-23,5.86,4.51,4.8,2.1,4.41,11,8
SB003192,STU00320,2026-02-02,6.91,5.89,1.67,4.91,2.14,33,10
SB003193,STU00320,2026-04-15,6.39,6.99,0.85,5.6,1.17,40,1
SB003194,STU00320,2026-04-04,1.62,4.68,2.44,1.54,4.11,12,9
SB003195,STU00320,2026-04-22,2.39,6.8,4.12,4.79,3.51,7,2
SB003196,STU00320,2026-06-16,7.91,7.02,2.4,1.08,0.7,40,9
SB003197,STU00320,2026-05-25,1.28,4.68,0.89,1.75,0.47,32,8
SB003198,STU00320,2026-03-30,7.96,4.83,3.64,1.09,4.73,10,8
SB003199,STU00320,2026-04-23,6.47,8.82,4.44,3.4,2.0,45,8
SB003200,STU00320,2026-02-13,7.25,8.35,4.13,3.46,0.13,48,10
SB003201,STU00321,2026-03-04,2.25,4.75,2.32,0.53,4.93,3,2
SB003202,STU00321,2026-05-14,0.91,8.61,1.04,5.18,3.09,11,9
SB003203,STU00321,2026-04-08,3.58,6.69,4.19,2.38,0.12,18,6
SB003204,STU00321,2026-06-13,4.62,5.22,0.55,0.51,4.71,24,9
SB003205,STU00321,2026-05-19,1.39,5.62,1.25,3.04,0.67,4,2
SB003206,STU00321,2026-05-16,4.15,5.23,3.12,2.28,2.57,35,4
SB003207,STU00321,2026-03-05,5.58,7.04,1.5,3.82,4.43,6,9
SB003208,STU00321,2026-01-14,5.89,6.22,2.53,5.16,4.26,40,5
SB003209,STU00321,2026-06-27,7.01,6.73,4.29,5.22,4.82,1,4
SB003210,STU00321,2026-04-20,1.13,5.74,3.23,1.68,1.61,42,7
SB003211,STU00322,2026-06-25,1.62,4.68,4.45,4.7,2.1,2,3
SB003212,STU00322,2026-04-07,2.66,5.97,2.99,5.67,1.74,30,1
SB003213,STU00322,2026-03-13,3.05,8.55,0.24,1.76,3.21,26,1
SB003214,STU00322,2026-02-24,5.47,4.53,2.55,5.37,1.91,5,9
SB003215,STU00322,2026-03-31,5.81,6.3,3.68,5.04,0.55,3,5
SB003216,STU00322,2026-01-21,3.15,7.76,2.85,2.74,3.04,46,8
SB003217,STU00322,2026-06-19,4.32,8.95,0.73,2.38,0.31,45,10
SB003218,STU00322,2026-01-17,5.46,4.75,3.44,1.83,1.9,34,7
SB003219,STU00322,2026-01-21,0.64,5.22,4.54,1.48,1.36,39,2
SB003220,STU00322,2026-06-12,3.12,6.4,3.41,2.32,4.8,11,5
SB003221,STU00323,2026-06-20,1.39,8.39,2.16,3.44,0.1,43,6
SB003222,STU00323,2026-02-24,5.29,6.9,0.15,4.47,0.39,27,9
SB003223,STU00323,2026-03-05,2.34,5.74,4.68,2.23,3.25,15,9
SB003224,STU00323,2026-03-19,7.39,5.56,3.18,4.71,3.39,16,10
SB003225,STU00323,2026-02-20,4.51,7.69,4.57,4.82,4.57,43,5
SB003226,STU00323,2026-05-02,5.52,5.83,2.99,0.89,0.93,25,2
SB003227,STU00323,2026-03-30,7.73,6.2,1.68,4.42,2.25,31,7
SB003228,STU00323,2026-04-18,0.73,8.05,2.87,4.37,3.21,18,3
SB003229,STU00323,2026-05-21,3.8,8.48,3.25,2.52,0.05,41,2
SB003230,STU00323,2026-04-29,6.11,7.39,0.43,3.4,2.25,49,4
SB003231,STU00324,2026-03-11,1.8,6.82,4.48,2.17,3.81,45,2
SB003232,STU00324,2026-02-04,7.39,7.31,1.63,4.4,2.94,32,7
SB003233,STU00324,2026-05-06,2.17,8.54,1.59,3.51,4.44,50,8
SB003234,STU00324,2026-04-05,6.91,4.98,4.01,2.52,2.0,40,9
SB003235,STU00324,2026-03-27,2.93,7.33,2.06,4.79,2.14,1,6
SB003236,STU00324,2026-03-10,5.61,6.7,3.01,0.73,2.48,11,1
SB003237,STU00324,2026-01-19,4.47,4.66,4.05,4.93,4.11,48,7
SB003238,STU00324,2026-06-10,2.76,4.6,3.46,5.56,2.06,21,7
SB003239,STU00324,2026-03-03,4.75,6.13,3.73,4.99,3.96,6,8
SB003240,STU00324,2026-02-27,4.52,7.03,3.8,3.01,2.89,2,5
SB003241,STU00325,2026-06-30,4.21,7.44,1.62,1.11,3.01,23,7
SB003242,STU00325,2026-05-19,5.51,6.2,1.85,1.95,0.59,34,1
SB003243,STU00325,2026-04-24,6.05,7.62,0.88,2.26,1.41,42,6
SB003244,STU00325,2026-01-07,1.81,6.07,0.55,2.32,1.69,42,2
SB003245,STU00325,2026-06-23,7.68,8.26,0.13,2.59,1.7,30,10
SB003246,STU00325,2026-05-02,6.89,5.83,3.64,2.82,4.42,12,7
SB003247,STU00325,2026-05-08,5.71,4.7,3.19,3.59,3.92,32,9
SB003248,STU00325,2026-02-13,5.31,8.49,2.65,2.18,1.4,10,3
SB003249,STU00325,2026-01-30,2.52,8.32,3.06,3.73,1.93,26,3
SB003250,STU00325,2026-06-03,7.39,6.27,3.36,4.41,2.8,34,9
SB003251,STU00326,2026-02-24,4.93,7.33,0.55,2.93,0.03,10,5
SB003252,STU00326,2026-02-06,7.33,7.55,1.35,5.28,3.93,46,3
SB003253,STU00326,2026-05-09,0.86,8.3,2.32,4.7,4.83,12,3
SB003254,STU00326,2026-02-09,1.66,7.92,2.25,4.65,3.52,17,4
SB003255,STU00326,2026-02-03,3.57,7.24,3.26,1.25,1.44,4,2
SB003256,STU00326,2026-04-13,2.09,7.28,3.93,1.59,2.97,50,9
SB003257,STU00326,2026-05-11,6.47,6.87,0.78,5.91,4.36,38,3
SB003258,STU00326,2026-01-03,6.74,5.29,1.26,5.58,1.72,16,4
SB003259,STU00326,2026-02-05,7.56,5.93,3.28,0.68,3.29,38,1
SB003260,STU00326,2026-02-20,0.98,6.55,2.93,2.39,4.87,0,9
SB003261,STU00327,2026-02-23,6.72,7.55,4.39,2.06,0.62,50,8
SB003262,STU00327,2026-06-21,5.3,7.8,4.02,3.91,2.96,41,6
SB003263,STU00327,2026-01-02,4.01,5.69,3.54,5.71,4.53,11,3
SB003264,STU00327,2026-05-01,1.55,8.82,1.91,4.1,4.57,42,10
SB003265,STU00327,2026-03-20,6.7,7.67,0.12,5.79,2.03,41,7
SB003266,STU00327,2026-04-07,1.37,6.13,1.15,5.33,3.29,32,7
SB003267,STU00327,2026-03-23,6.11,8.21,1.42,5.4,2.75,22,6
SB003268,STU00327,2026-04-01,6.59,7.26,4.78,5.48,2.88,12,9
SB003269,STU00327,2026-05-12,2.72,8.48,2.02,2.65,3.71,13,7
SB003270,STU00327,2026-02-22,2.6,5.12,1.28,1.57,1.53,24,2
SB003271,STU00328,2026-04-13,3.68,6.41,2.36,5.4,4.41,16,8
SB003272,STU00328,2026-01-19,1.4,7.99,3.88,5.05,1.67,13,2
SB003273,STU00328,2026-05-07,2.76,7.77,2.85,4.26,2.58,25,10
SB003274,STU00328,2026-01-08,6.76,7.18,1.93,3.01,0.3,5,10
SB003275,STU00328,2026-02-08,0.59,5.29,1.15,0.54,1.39,41,3
SB003276,STU00328,2026-01-17,3.82,8.68,0.44,4.04,4.16,46,1
SB003277,STU00328,2026-05-19,3.35,7.05,2.43,1.02,4.63,26,10
SB003278,STU00328,2026-05-03,0.85,8.53,4.28,2.15,3.76,15,2
SB003279,STU00328,2026-04-07,7.16,8.83,0.43,3.09,1.57,33,5
SB003280,STU00328,2026-01-04,5.54,8.27,1.19,2.96,4.28,9,1
SB003281,STU00329,2026-05-14,4.19,6.33,1.85,5.5,0.84,46,6
SB003282,STU00329,2026-01-11,4.82,8.8,1.42,1.37,0.26,14,4
SB003283,STU00329,2026-06-22,2.45,5.98,0.9,2.15,2.33,42,3
SB003284,STU00329,2026-03-17,2.13,7.36,1.55,2.92,4.61,45,3
SB003285,STU00329,2026-06-29,6.94,7.16,0.23,3.59,3.67,37,1
SB003286,STU00329,2026-01-31,5.03,6.66,1.88,3.51,2.63,15,10
SB003287,STU00329,2026-06-03,2.12,5.58,3.55,2.0,2.47,40,8
SB003288,STU00329,2026-02-05,2.3,5.4,4.63,3.91,0.22,33,6
SB003289,STU00329,2026-02-04,3.91,7.24,2.06,2.7,0.95,10,9
SB003290,STU00329,2026-05-23,7.14,6.21,3.56,4.83,1.27,29,2
SB003291,STU00330,2026-04-13,4.69,6.28,2.16,4.2,4.29,32,1
SB003292,STU00330,2026-01-22,5.02,5.91,3.45,2.86,2.46,45,2
SB003293,STU00330,2026-03-28,0.77,7.15,3.46,4.06,3.89,7,9
SB003294,STU00330,2026-01-14,2.46,8.3,3.39,5.7,4.85,3,7
SB003295,STU00330,2026-02-05,0.94,5.61,2.99,0.82,2.36,5,4
SB003296,STU00330,2026-04-18,3.35,4.91,3.66,1.81,4.61,0,7
SB003297,STU00330,2026-04-22,2.76,7.25,0.26,5.68,0.68,10,8
SB003298,STU00330,2026-03-10,4.94,7.22,1.37,3.9,4.41,13,2
SB003299,STU00330,2026-06-16,5.38,7.82,0.27,5.74,2.05,14,1
SB003300,STU00330,2026-05-21,4.67,5.59,2.81,1.31,2.22,22,2
SB003301,STU00331,2026-06-16,6.64,6.72,4.96,1.9,2.72,47,5
SB003302,STU00331,2026-02-23,6.19,7.38,1.78,4.21,1.03,19,8
SB003303,STU00331,2026-02-08,2.3,7.81,3.91,4.84,1.86,32,2
SB003304,STU00331,2026-02-22,5.13,4.51,4.45,2.53,0.88,2,8
SB003305,STU00331,2026-06-28,2.78,7.13,2.13,3.76,3.74,42,2
SB003306,STU00331,2026-05-20,4.73,8.76,4.69,4.46,4.01,33,4
SB003307,STU00331,2026-03-25,5.83,6.45,0.01,2.97,0.77,32,9
SB003308,STU00331,2026-03-05,7.36,4.99,1.64,2.39,2.84,0,4
SB003309,STU00331,2026-01-08,5.76,5.39,1.05,3.55,4.56,43,9
SB003310,STU00331,2026-03-01,7.06,6.88,1.95,3.44,4.73,42,8
SB003311,STU00332,2026-02-02,2.97,7.58,2.98,5.85,4.9,28,10
SB003312,STU00332,2026-06-18,6.59,7.29,2.51,1.37,0.35,29,6
SB003313,STU00332,2026-06-11,4.73,8.89,1.86,1.35,2.15,36,6
SB003314,STU00332,2026-04-15,1.81,5.59,2.89,4.27,4.23,4,1
SB003315,STU00332,2026-05-05,2.86,8.64,2.31,3.37,4.59,31,10
SB003316,STU00332,2026-03-06,0.78,8.48,3.09,4.42,3.17,37,8
SB003317,STU00332,2026-02-21,1.3,5.66,3.12,2.68,1.06,35,7
SB003318,STU00332,2026-04-30,2.21,8.96,1.97,1.26,1.7,49,1
SB003319,STU00332,2026-01-13,6.68,5.62,1.48,5.65,0.83,8,9
SB003320,STU00332,2026-05-09,3.14,7.39,4.37,0.9,3.52,20,5
SB003321,STU00333,2026-04-22,1.15,6.04,3.73,4.59,0.45,9,8
SB003322,STU00333,2026-05-23,6.0,6.26,3.31,4.34,1.59,34,5
SB003323,STU00333,2026-05-23,5.77,7.0,2.83,4.55,0.8,16,3
SB003324,STU00333,2026-02-27,2.68,5.93,1.52,1.48,3.44,10,5
SB003325,STU00333,2026-05-13,4.75,8.06,1.52,5.39,1.2,0,8
SB003326,STU00333,2026-01-30,5.63,6.17,1.59,2.3,4.35,43,2
SB003327,STU00333,2026-02-14,4.8,6.01,1.79,2.36,2.05,0,7
SB003328,STU00333,2026-06-01,3.06,6.68,2.28,2.11,3.89,37,10
SB003329,STU00333,2026-01-06,3.19,4.81,4.05,2.35,0.77,44,3
SB003330,STU00333,2026-06-09,2.46,7.61,0.11,1.06,2.59,27,7
SB003331,STU00334,2026-03-15,7.69,6.83,3.1,4.14,3.78,41,8
SB003332,STU00334,2026-01-24,5.01,4.75,4.57,0.59,4.71,35,1
SB003333,STU00334,2026-01-08,0.74,6.75,1.46,3.4,1.72,50,2
SB003334,STU00334,2026-03-08,7.53,6.73,2.44,4.35,2.42,15,1
SB003335,STU00334,2026-02-22,1.86,5.53,1.21,5.3,2.03,4,4
SB003336,STU00334,2026-02-05,4.91,4.76,3.93,3.41,1.4,40,4
SB003337,STU00334,2026-02-05,4.57,5.08,2.57,4.09,2.48,13,4
SB003338,STU00334,2026-06-10,1.91,5.2,0.94,5.77,1.21,35,7
SB003339,STU00334,2026-06-04,7.06,5.72,3.81,3.07,1.96,32,7
SB003340,STU00334,2026-01-26,6.38,5.66,1.09,1.83,1.32,41,1
SB003341,STU00335,2026-06-29,1.86,8.49,0.04,5.8,2.6,0,6
SB003342,STU00335,2026-06-05,2.89,4.71,1.78,4.59,1.27,43,1
SB003343,STU00335,2026-06-09,7.82,5.43,0.85,4.09,4.01,10,7
SB003344,STU00335,2026-03-07,1.01,7.01,4.94,1.29,2.55,43,6
SB003345,STU00335,2026-03-18,2.75,8.23,4.4,1.05,4.65,15,1
SB003346,STU00335,2026-06-12,7.86,6.7,3.44,1.98,1.39,6,1
SB003347,STU00335,2026-04-13,3.37,4.61,1.29,1.69,2.83,19,6
SB003348,STU00335,2026-03-05,6.67,5.71,1.71,4.05,2.18,33,10
SB003349,STU00335,2026-01-22,2.12,8.77,3.82,4.66,3.47,25,10
SB003350,STU00335,2026-06-07,5.62,5.92,4.05,0.55,0.93,30,4
SB003351,STU00336,2026-03-05,6.12,5.32,2.91,4.49,3.39,15,5
SB003352,STU00336,2026-06-05,1.18,8.54,4.22,2.55,2.58,23,7
SB003353,STU00336,2026-04-08,7.2,5.83,2.35,0.76,3.75,17,6
SB003354,STU00336,2026-06-20,6.9,8.22,1.1,0.58,2.13,4,7
SB003355,STU00336,2026-01-05,3.08,8.49,2.97,3.94,3.72,40,1
SB003356,STU00336,2026-05-30,6.58,5.44,2.48,5.26,1.71,50,2
SB003357,STU00336,2026-01-30,3.92,8.17,0.71,5.55,1.11,43,2
SB003358,STU00336,2026-02-21,7.53,7.23,4.8,2.24,4.99,48,1
SB003359,STU00336,2026-05-31,5.46,5.05,0.62,2.45,1.09,21,10
SB003360,STU00336,2026-05-01,6.69,6.68,0.87,2.01,1.67,3,1
SB003361,STU00337,2026-04-19,6.59,8.34,4.47,4.97,3.24,17,1
SB003362,STU00337,2026-03-19,0.85,4.91,3.21,5.25,0.61,13,7
SB003363,STU00337,2026-02-24,7.32,4.55,3.36,4.17,0.26,41,3
SB003364,STU00337,2026-06-07,3.24,6.05,2.9,3.36,1.66,41,8
SB003365,STU00337,2026-05-07,3.2,8.1,4.84,5.13,3.47,49,9
SB003366,STU00337,2026-02-15,6.42,5.34,0.54,5.1,2.08,50,8
SB003367,STU00337,2026-01-08,6.01,5.42,2.16,1.18,3.71,45,7
SB003368,STU00337,2026-04-02,3.13,6.82,4.85,5.67,3.59,17,7
